description,title,price,stocks
"The American Standard EverClean 5 ft. Whirlpool Tub incorporates a patented antimicrobial additive molded directly into the water circulation piping to inhibit the growth of mold and mildew on the pipes. This exclusive feature will keep your Whirlpool tub cleaner, longer. You will be able to relax further knowing that The Limited Lifetime Warranty covers parts and In-Home labor. This Whirlpool tub features 6 Whirlpool jets, 1 air volume control for an optimal massage therapy, and 2 molded-in armrests, providing you with greater comfort while bathing. The ledge mounted overflow provides the deepest soaking depth (must order drain separately).5 ft. x 32.75 in. x 19.75 in. acrylic with fiberglass reinforcementExclusive limited lifetime warranty covers in-home service, parts, and labor6 fully adjustable clean jets for a cleaner, low profile therapeutic massageEverClean incorporates a patented antimicrobial additive molded directly into the water circulation piping to inhibit the growth of mold and mildew on the pipesRequires deep soak drain model number 1599.500.020 - sold separately2 molded-in armrests and integral lumbar support for greater comfortDrop-in installation into a pre-built platformTextured bottom slip-resistant tub floor for added safety in entering and leaving tubFeatures easy install heater connection system (heater sold separately model EZHEAT_100)Featuring:Featuring:Note: product may vary by store",American Standard EverClean 5 ft. x 32.75 in. x 19.75 in. Whirlpool Tub in White,42000.0,30
"This 16 in. W Recessed Mirrored Medicine Cabinet is pre-assembled for fast, easy installation on either a recessed or smooth surface. The cabinet's two sturdy shelves can be adjusted to suit your unique needs. Its frameless, beveled mirror has prismatic edges that create a modern, stylish appearance. A reversible door makes this cabinet's door easy to open with either the left or right hand.16 in. W and 26 in. H provide plenty of space for bathroom itemsReversible door is easy to open with the left or right handFrameless, beveled mirror has prismatic edges that create an elegant lookSteel body is durableTwo shelves for a variety of storage optionsAdjustable shelves offer customizable storageConcealed hinges create a smooth, seamless appearanceIdeal for replacing an old, worn medicine cabinetVersatile cabinet can be recess or surface mountedPre-assembled for easy installation",Zenith 16 in. x 24 in. Frameless Mirrored Swing Door Recessed Medicine Cabinet,3950.0,12
"The DCKTS490L2 includes a hammer drill, reciprocating saw and impact driver, work light and tough case. High-powered and providing superior comfort and control, the DEWALT 20-Volt MAX Lithium-Ion Cordless Combo Kit (4-Tool) has all the tools you need to tackle a wide variety of applications faster, easier and accurately. Perfect for use on your jobsite or for DIY projects around the home, the tools are powered by long-lasting and strong lithium-ion batteries and are cordless for convenient power wherever you need it. Durably made, these tools can take whatever you throw at them for years of reliable use.DCD985 20-volt MAX hammer drill with patented 3-speed all-metal transmission and 1/2 in. self-tightening chuck delivers 535 unit watts out for maximum performance, faster application speed and superior bit retentionDCS381 20-volt MAX reciprocating saw with keyless blade clamp allows for quick blade changes without touching the blade or reciprocating shaftDCF885 20-volt MAX 1/4 in. impact driver features 3 LED lights with 20 second delay to provide visibility without shadowsDCL040 20-volt MAX LED work light delivers 110 lumens of light outputCompatible with DCB200 and DCB201 batteries and DCB101, DCB119 and DCB103 chargersHome Depot Protection Plan:",DEWALT 20-Volt MAX Lithium-Ion Cordless Combo Kit with Tough Case (4-Tool),29999.0,25
"The Briton collection brings the look of smooth natural stone to your home. This ceramic tile provides a cool and finished look that suites nearly any traditional door. Complete with corner trim and decorative options this collection can complete an entire job in itself.0.042 square foot per piece, each piece sold individually. Piece weight equals 0.13 lb.Grade 1, first-quality ceramic tile for wall, countertop and backsplash use3/4 in. width x 6 in. length x 5/16 in. thickGlazed smooth finish with a medium sheen and moderate variation in toneP.E.I. Rating 0 is suitable for walls and residential use onlyNon-Vitreous flooring has water absorption of more than 7% for indoor useC.O.F. less than .50 is marginally skid resistant for indoor use and is recommended for standard residential applicationsNot frost resistantResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via parcel ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patterns",Daltile Briton Bone 3/4 in. x 6 in. Ceramic Quarter Round Wall Tile,650.0,18
The Liberty Mission Style 4 in. Flat Black Vertical Bail Pull with Backplate offers a decor-enhancing accent for use with existing cabinetry and furniture. A simple change can make a huge impact on the look and feel of any room. Change out your old cabinet pulls and give any room a brand new feel.Cabinet pullFlat black finishRequires #8-32 x 1 in. machine screws (sold separately)Includes 1 pullHow to measure your cabinet pull:,Liberty Mission Style 4 in. Vertical Bail Cabinet Hardware Pull with Backplate,550.0,30
"Replacement Wick fits many popular radiant (square) style kerosene heaters. 85 mm Dia. Fits DuraHeat DH1000-1011, DynaGlo CT1100, RMC55, Envirotemp 30462, 30471, 30492, 31494, 31495, KeroHeat CT1100 (F), SCT1100, Kero-Sun Omni 85 (D-H), Radiant 8, 10 (A-M). Annual wick replacement insures a cleaner burning, more efficient and safer to use kerosene heater.Kerosene heater replacement wickFits the following kerosene heater brands and models: DynaGlow CT1100, CT1200, RF1300, RMC55R, R7, 31495; Envirotemp 30462, 30471, 30492, 30494, 31494, 31495, CT1100, CT1200, CT1300F; DuraHeat DH1000-10011Also fits: KeroHeat/KeroJet CT1100, CT1400, SCT1100; KeroSun Omni 85, radiant 8, 10(A-M), 22; KeroWorld KW-11(A-C)May also fit additional brands and modelsInstallation instructions included in wick packageReplace wick on a regular basis to insure a cleaner, more efficient burnUse K-1 kerosene in your heater at all timesAllow 60 minutes after installing wick before lighting heaterFits many popular radiant (square) style kerosene heaters",DuraHeat Multi Fit Replacement Wick,499.0,2
"Ardesia 3 in. x 12 in. Bullnose Trim is part of the MARAZZI VitaElegante Ardesia collection and complements the Ardesia porcelain floor and wall tile. Bullnose trim can add the finishing touch to create a professional looking installation. The MARRAZI VitaElegante Ardesia porcelain tile captures the effect of distinct clefts, mineral deposits and sense of randomly layered color found in natural slate. Available 6 in. x 24 in./12 in. x 24 in., Ardesia porcelain tile can be used on floors and walls.0.26 square foot per piece, each piece sold individually. Piece weight equals 1.25 lbs.Grade 1, first-quality porcelain tile for floor, wall and countertop use3 in. width x 12 in. length x 10 mm thickGlazed smooth finish with medium sheen and high variation in toneP.E.I. Rating IV has high resistance to abrasion and is suitable for heavy-duty residential and commercial floor installations such as entrances, commercial kitchens, hotels, exhibition and sales rooms with some dirt conditionsImpervious flooring has water absorption of less than 0.5% for indoor or outdoor use and is frost proofC.O.F. greater than .60 to .79 is required for commercial applications to meet or exceed ADA (Americans with Disabilities Act) Guidelines. Skid Resistant. Indoor and outdoor useFrost resistantResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via parcel ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patterns",MARAZZI VitaElegante Ardesia 3 in. x 12 in. Glazed Porcelain Floor and Wall Bullnose Tile,420.0,28
"Enhance your room with our Kingston Brick Wall Panel. Add a panel or two and create a new focal point in the room of your choice. Or you may decide to finish an entire space - it's up to you. The warm looks help bring the outside, in. This panel is finished with an acrylic coating that resists staining, fading and mildew.California residents: see&nbsp;Proposition 65 informationLook and feel of real brickEasily cleaned with soap and waterNo added formaldehyde - meets CARB l and CARB ll requirements100% Sourced and made in the USA using sustainable forestry practices",1/4 in. x 48 in. x 96 in. Kingston Brick Wall Panel,1499.0,2
"Milwaukee's 15 amp Sliding Dual-Bevel Miter Saw features a powerful 3.3 hp motor that delivers up to 3200 RPM for making difficult cuts in hard lumber. For tough jobs, it also has a 12 in. blade for even more durability.   You can easily dial in precise miter angles using the fine adjustment with detent override.Includes one 12 in. miter saw, blade wrench, carbide-tipped blade and dust bagBevel cuts up to 48 degrees with stops for accurate bevel cutsMiter cuts 55 degrees to the left and 60 degrees to the right for versatilityMiter angle digital readout that provides repeatable accuracy to 1/10 of a degreeDual horizontal steel rails with three large linear bearings that deliver smooth sliding actionConstant power technology that maintains a constant cutting speed while under loadSoft start that helps decrease the head movement on startupIntegral dust channel that captures up to 75% of the dust and debris from cutsDual integral job site lights that illuminate the workpiece and cut line from either side of the blade8 ft. cord for a large range of motionCSA and UL listed5-year limited manufacturer warrantyCSA and UL listedHome Depot Protection Plan:",Milwaukee 12 in. Sliding Dual Bevel Miter Saw,24500.0,21
"The Portland Stone Gray 12 in. x 24 in. Ceramic Floor and Wall Tile is designed for medium-duty residential floors, including kitchens, halls, corridors and balconies. A great way to incorporate a touch of style into your space at a great price. Emulates the look of stone in a ceramic body. Large format tile is great for small or large areas.15.01 square feet, 8 pieces per case. Case weight is 60 lb.Grade 1, ceramic tile for floor, wall and countertop use12 in. width x 24 in. length x 7/20 in. thickGlazed smooth finish with a low sheen and slight variation in toneP.E.I. Rating III is suitable for medium-duty residential floors including kitchens, halls, corridors, balconies, terraces and areas used more often with normal footwear and small amounts of dirtSemi-vitreous flooring has water absorption of more than 0.5% but less than 3% for indoor use and some outdoor applications is not frost resistantC.O.F. greater than .50 is recommended for standard residential applications and is marginally skid resistant. Indoor useNot frost resistantResidential useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via parcel ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patterns",TrafficMASTER Portland Stone Gray 12 in. x 24 in. Glazed Ceramic Floor and Wall Tile (15.01 sq. ft. / case),850.0,30
"This Samsung 4.0 cu. ft. capacity top load washer with VRT is not only quiet, but cleans even your toughest stains. At 4.0 cu. ft. it can wash more than a king size comforter. The stainless steel Diamond Drum is gentler on clothes than traditional washers while the Smart Care keeps the drum fresh. Premium style and quality are included with the soft close lid and 10 year motor warranty. A wide variety of cycles and options ensure this washer can handle your toughest loads. Search matching Electric Dryer model DV40J3000EW or Gas Dryer model DV40J3000GW.4.0 cu. ft. DOE stainless steel basket handles bigger loads to let you enjoy more time in the living room instead of the laundry roomStainless Steel Diamond Drum is gentler on clothes and won't rust, chip or damage clothingA washer that cleans itself. Smart Care keeps the drum fresh and clean by removing dirt and detergent residue. Uses hot water, not harsh chemicals8 cycles: Normal, Waterproof, Heavy Duty, Hand Wash, Quick Wash, Self Clean, Rinse and Spin and Spin OnlyElectronic controls including a digital time remaining display are easier to operate and keep you informed of the laundry progressVRT (Vibration Reduction Technology) with Special sensors keep the drum balanced, so you'll hardly know our washer is on. Now you can install your washer on the second floor or near bedrooms without being disturbed by noiseSoft Close lid allows for a safe, dampened closePreset cycles allow you to customize your soil and spin levels to provide ideal wash settings for the best resultsWasher is designed to use high efficiency (HE) detergentsThe Home Depot will not hook up your washer with used fill hosesClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances","Samsung 4.0 cu. ft. Top Load Washer in White, Non ENERGY STAR",42000.0,22
"Grace invented fully-adhered roofing underlayments more than 35 years ago. Grace Ice & Water Shield fully-adhered smooth surface roofing underlayment provides best in class roof leak protection against wind driven rain & ice dams. Grace Ice & Water Shield roofing underlayment, a registered trademark of W. R. Grace, is the name that contractors trust the most to protect their reputations.Strong adhesion to the roof deck: Helps ensure watertight seal, protecting roofs from harsh weather conditionsHigh quality seal around roofing nails: Delivers best in class roof leak protection; providing peace of mind against costly call backsForms superior laps: Helps ensure a watertight installation with no special treatment of the lapsRipcord split release on demand: Makes it easier to waterproof detail areas such as valleys, chimneys, roof to wall transitionsLongest performance history: With over 35 years of performance history, Grace Ice & Water Shield roofing underlayment offers the highest confidence for the life of the roofProtects roofs from wind driven rain and ice dams36 in. x 75 ft. size provides 225 sq. ft. of coverage",Grace Ice &amp; Water Shield 36 in. x 75 ft. (225 sq. ft.) Roll Roofing Underlayment in Black,13500.0,9
"This set contains everything you need to repair and restore fiberglass fish tapes. The multi-function ratcheting tool cuts and strips tape cleanly and crimps on new attachments. This is a staple tool for every wire-pulling professional.California residents: see&nbsp;Proposition 65 informationKit includes high leverage crimper, two 7 in. flexible leaders, two eyelets and a tube of quick-drying glueProtective carry case firmly holds all tools and additional parts in handy, organized compartmentsNewly crimped-on eyelets meet or exceed original factory pulling strength requirementsReplacement eyelets and leaders also sold separatelyMade in the USA",Klein Tools Fiberglass Fish Tape Repair Kit,2450.0,2
"The USG DUROCK Waterproofing Membrane is a pliable sheet-applied waterproof membrane and vapor retarder for use with USG DUROCK Brand Shower System. Not only stronger than many competitor's membranes, it's also significantly thinner. This means it is extremely tear resistant, minimizes buildup at seams, is more pliable and is easier to install. It also has an extremely low permeability rating, making it ideal for wet areas, including continuous-use steam showers.Suitable for waterproofing floors, walls and countertops as well as steam room applicationsDesigned for use with USG DUROCK shower systemThin (12 mil) pliable membrane with minimal build up at seamsExtremely durable, yet easy to handle and installExtremely tear resistant",DUROCK 36 in. x 50 ft. Waterproofing Membrane,950.0,28
"The DEWALT DWP849X 7 in./9 in. Variable Speed Polisher with Soft Start features a powerful, 12 Amp, all ball-bearing construction motor for long life and durability. Electronic control maintains the specified speed under load, delivering the desired finish results, while the conveniently located variable speed dial lets you set the maximum speed from 0-600/3500 RPM for different materials and applications. A variable-speed trigger allows you to control speed from zero to the dialed maximum setting easily. Designed for efficiency, the polisher includes heat-treated, precision-cut steel gears for smooth operation and external brush caps for easy servicing, with a large spindle lock button for quick and simple backing plate changes. It also features a wool ingestion shield to increase your tool's life and reduce service costs for years of hassle-free use.Includes polisher, hook and loop backing pad bale and straight side handles12.0 Amp, all ball-bearing construction ensures lasting useVariable speed dial lets you match the speed to each unique applicationVariable speed trigger allows for easy controlPrecision-cut steel gears deliver smooth operationWool ingestion shield eliminates wool ingestion for longer tool lifeNon-mar rubber gear case cover reduces surface imperfections and improves gripping surface90-day money-back guarantee, 1-year free service contract and 3-year limited warrantyHome Depot Protection Plan:",DEWALT 12 Amp 7 in./9 in. Variable Speed Polisher with Soft Start,16900.0,30
"This pad is made from a superior quality polyester fabric coated with a high-grade vinyl compound. Features superior grip strength, which keeps rugs from sliding and slipping on soft surfaces. Also extends the life of rugs by providing a smooth, supportive base, while millions of tiny openings allow it to breathe.PVC coated polyesterProtect floors and hold rugs in placeAdd additional life and improve the quality of the rug with a non-slip rug padCan be easily cleaned by hand-washing in a mild detergent, rinsed and laid flat to dry",Safavieh Carpet to Carpet White 8 ft. x 10 ft. Rug Pad,699.0,27
"Daltile's Briton ceramic floor and wall tile in Bone features color variation reminiscent of the look of natural stone. Its neutral color and cool, smooth finish provides a comfortable elegance for your home. Durability and abrasion resistance make this tile suitable for walls, residential floors and countertops. Briton Bone is a beautiful addition to a variety of design styles.0.08333 square foot per piece, each piece sold individually. Piece weight equals 0.25 lb.Grade 1, first-quality ceramic tile for wall, backsplash, and countertop use6 in. width x 2 in. length x 5/16 in. thickGlazed smooth finish with a low sheen and a moderate variation in toneP.E.I. Rating 0 is suitable for walls and residential use onlyNon-Vitreous flooring has water absorption of more than 7% for indoor useC.O.F. less than .50 is marginally skid resistant for indoor use and is recommended for standard residential applicationsNot frost resistantResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via parcel ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patterns",Daltile Briton Bone 2 in. x 6 in. Bullnose Wall Tile,225.0,5
"The DryConn Aqua/Orange was developed twenty-five years ago as a part of King Innovation's line of original waterproof wire connectors. This quality one-step connector is filled with a dielectric silicone sealant, making it an ideal choice for outdoor electrical splices that will be exposed to condensation, water vapors, or dust. In addition, the DryConn Aqua/Orange meets the conditions set by the 2008 and 2011 NEC Code Book, requiring a UL 486D listed connector to be used for all splices in wet locations.1-Step connectorMinimum capacity of 4 #14 wiresMaximum capacity of 2 #8 wiresWater resistantCorrosion resistantUL 486D listed",DryConn Large Waterproof Wire Connectors - Aqua/Blue (20-Pack),275.0,24
"The DuraHeat 23,000 BTU Portable Kerosene Heater can help you reduce your total home heating costs as well as provide warmth to those hard-to-heat areas up to 1,000 sq. ft. The heat output is adjustable with a simple dial control and an auto-shutoff feature is built in for your safety. This heater operates without electricity and offers an excellent source of emergency heat and light during power outages.Heat output up to 23,000 BTU/hourUp to 1,000 sq. ft. heated areaRuns off economical keroseneInsta-lite electronic ignition requires no electricitySafety tip-over shut-off featureFuel gauge lets you keep track of kerosene supplyDial control for variable heat outputPortable, can be positioned where neededHome Depot Protection Plan:","DuraHeat 23,000 BTU Kerosene Portable Heater",8500.0,8
"With a commercial-grade gearbox and easy-set controls, the Agri-Fab , Smart Spreader 130 lb. Tow Spreader is designed to be towed by a lawn tractor in order to spread ice melt, fertilizer and seed up to a 12 ft. spread width. The spreader holds up to 130 lb. of product and features a hitch that is compatible with most lawn tractors.Holds up to 130 lb. of seed, fertilizer and ice melt for performance flexibilityCommercial-grade gearbox with aluminum-beveled gear for durabilityPneumatic tires provide great maneuverabilityUp to a 12 ft. spread width for relaible coverageHitch fits most lawn tractors for near universal compatibility3 year limited warranty",Agri-Fab SmartSpreader 130 lb. Tow Spreader,18500.0,0
"Being left in the dark is never an option with the Virtually Indestructible Lantern. The Lantern features 530 lumens with multiple light modes (High, Medium and Low) for output up to 13 meters. The high performance LED comes with a shatterproof lens and reflector, this spotlight is great for all surroundings. It also has the ability to float and has secured an ANSI IPX7 water submersible rating.High performance LED bulb15 ft. drop test performanceIPX7 water proof submersible530 lumens with 3 mode switch high, medium and lowIntegrated hook in lantern baseAmbidextrous handle can be flipped up from either side260 hour run time on low modeHome Depot Protection Plan:",Rayovac 3D LED Indestructible Lantern with Battery,2450.0,19
"Enjoy the strength of steel and the elegance of decorative glass with the Masonite Mini Blind Primed Steel Entry Door with No Brickmold. The glass design enhances both the appearance and value of your home without compromising security or privacy. High-definition panels closely replicate the appearance of a high-end wood door with excellent shadow lines for added architectural interest. Masonite colors complement Behr paints color palette to easily coordinate your door with shutters, trim and more.California residents: see&nbsp;Proposition 65 informationHigh-quality steel provides strength and securityWood-edge engineered interlocking design with grooved stiles for added strength and structural rigidityHigh performance compression weatherstripping helps to seal out draftsGlass insert features full lite with internal mini blindsSmooth, primed white surface ready for painting and decoratingSteel security plate in the frame helps to resist forced entry and lock area is reinforced to provide a solid mounting surfaceSteel slab features an energy saving polyurethane coreEntry door comes fully assembled with hinges, frame, aluminum sill and weatherstrippingExterior door slab is double bored for lockset - sold separatelyFrom outside, opens toward the inside of home with the hinges on the right",Masonite Mini Blind Painted Steel Prehung Front Door with No Brickmold,32500.0,13
"This Evaporative Air Cooler, Humidifier, and Fan is versatile, lightweight and economical. The Cooler easily rolls from room to room for use anywhere in your house or office. This Air Cooler shoots a stream of air with oscillating louvers, to evenly distribute refreshing cool air. Can also be used as a fan or humidifier if temperature is not an issue. The remote control allows you to easily change settings. The Air Cooler works by endothermic reaction (a reaction that consumes heat), so this evaporative Air Cooler sucks air through a wick saturated with water. As the air flows through the wick, some of the water evaporates into the air, consuming the heat that was in the air. An air stream is then blown out the front of the unit and is considerably cooler than the current room temperature. This is not an air conditioner and therefore uses much less energy. Note: This unit is NOT an air conditioner and does not have a compressor inside - air coolers will not lower a room's ambient temperature. Air coolers are designed for spot cooling. This unit is best used in dry climates or open spaces. Leave window/door open to limit the rise of humidity and for better air ventilation in the room. Add as much ice as possible and set unit next to you for best effect.A versatile, lightweight and economical alternative to a portable air conditionerCooler works by drawing in air and cooling it with a water-saturated wickShoots a stream of refreshed air back out with oscillating louvers10 l water tank capacity3 air speeds: H / M / LSleep modeTimer: from 0.5 - 7.5 hours settingETLHome Depot Protection Plan:",SPT 476 CFM 3-Speed Portable Evaporative Air Cooler for 87.5 sq. ft.,4500.0,25
The Cooper Bussmann AGC Series 5 Amp Silver Electronic Fuses (5-Pack) are fast-acting fuses that help to power electronic circuits. These fuses have glass tubes with nickel-plated brass end caps and operate at a maximum of 250 Volts. These electronic fuses are UL- and CSA listed for safety.Fast-acting fuses used to power electronic circuitsNickel-plated brass end caps250 voltsUL- and CSA listed,Cooper Bussmann AGC Series 5 Amp Silver Electronic Fuses (5-Pack),325.0,30
"Every piece meets the highest grading standards for strength and appearance. This lumber is for a wide range of uses from framing of houses to basic interior finishing applications. Boards can also be used for carpentry, hobbies, furniture, shelving, and general finish work. The wood has straight grain and has uniform texture. It has low shrinkage and is worked very easily by hand and machine tools. The product is easy to glue and has good nailing and screw holding properties. The paint retention properties are good and it is fairly easily treated with preservatives.Each piece of this lumber meets the highest quality grading standards for strength and appearanceBoards can also be used for carpentry, hobbies, furniture, shelving, and general finish workThis lumber can be primed and painted or stainedInterior or exterior useFSC certifiedNote: Product may vary by store.",1 in. x 6 in. x 6 ft. Common Board,4500.0,24
"The Universal Forest Products, Inc. 4 in. x 4 in. x 5 ft. Pressure-Treated Pine 2-Hole Split Rail End Post can be used to enhance any residential area. The post is pressure treated to increase durability and constructed of solid wood for added strength.California residents: see&nbsp;Proposition 65 informationSolid pineNatural wood; tan and brownCan be stained or paintedPressure treatedFor residential useNote: Product may vary by store",4 in. x 4 in. x 5-1/3 ft. Pressure-Treated Pine 2-Hole Fence End Post,850.0,22
The UltraTouch Denim Insulation Water Heater Blanket improves the energy efficiency of your hot water heater with R6.7 performance. Helps maintain constant temperature and keeps the heat inside your unit.Includes one 3 in. x 100 in. strip of tape for sealing the blanket closedMade from 100% recycled denim and high performance foilQuick and hassle free installation with non-itch denim insulating blanketFits most water heaters up to 60-Gal. capacity,UltraTouch 48 in. x 75 in. Denim Insulation Hot Water Heater Blanket,1299.0,6
"This 160-Piece Heat-Shrink Tubing Assortment features red, yellow, green, blue, white and clear tubes varying in size from 1/16 - 3/8 in. in diameter. Fast, safe, secure way to wrap wiring harnesses. Assorted variety has the right tubing for the job.California residents: see&nbsp;Proposition 65 informationFlame-retardant polyolefin resists common fluids and solvents600 V/Mil dielectric strengthEach piece measures 3 in. longIncludes 1/16 in., 3/32 in., 1/8 in., 3/16 in., 1/4 in. and 3/8 in. tubes in assorted colorsIncludes red, yellow, green, blue, white and clear colored tubingMeets UL 224 and 125, CSA C22.2 No. 198.1 and 125, MIL-DTL-23053/5, class 1 and 2, AMS 3636 and 3637, DEF STAN 59-79 and issue 3 Type 2a safety standards",Gardner Bender Heat-Shrink Tubing Assortment (160-Piece),450.0,1
"Add accent light underneath your cabinets with the Commercial Electric under cabinet puck light kit. This attractive round, puck lights feature metal, plastic and glass construction. Create a timeless look at an exceptional value for years to come.Metal, plastic and glass constructionWhite finishUses 3-xenon or standard halogen G8 bi-pin bulbs, 20 watt maximum (Xenon bulbs included)All mounting hardware included120-volt polarized plugs included (no bulky transformer necessary)Compatible with any standard 120-volt incandescent style dimmer switch (sold separately)UL listed for quality and safetyHome Depot Protection Plan:",Commercial Electric 3-Light Under Cabinet White Puck Kit,2499.0,10
"The Quik Shade Canopy Wall Panel Kit is compatible with the Quik Shade W100 and C100 canopies (not included) to provide privacy and extra protection from the elements while enjoying your canopy. The kit includes 3 full walls and 1 zippered entry panel which assemble easily with hook-and-loop latches and zippers.Specifically designed to completely enclose the Quik Shade W100 and C100 canopies (not included)Durable, fire-retardant polyethylene panels and a nylon zipper provide lasting qualityHook-and-loop and zippers provide fast and easy assemblyIncludes three 10 ft. x 8-1/3 ft. wall panels and one 10 ft. x 8-1/3 ft. entry panel with zipper",Quik Shade Canopy Wall Panel Kit,2950.0,1
Pour this roundup 1.25-gallon ready-to-use extended control weed and grass killer plus weed preventer refill into your pump-n-go container and prevent weeds and grasses from growing for up to 4 months while killing existing ones at the root. This dual-action formula kills both systematically and on contact to help ensure thorough weed control.Kills weeds and grasses while preventing them from growing backPour into your Pump-N-Go container for convenient applicationFastAct technology helps produce visible results in as little as 24 hoursKills existing weeds and grasses to the rootDual-action formula prevents weeds returning for up to 4 monthsTrusted results for guaranteed satisfaction,Roundup 1.25 gal. Ready-to-Use Extended Control Weed and Grass Killer Plus Weed Preventer Refill,499.0,1
"Exclusively at The Home Depot: Professional grade, domestic decorative hardwood plywood featuring soy-based PureBond formaldehyde-free assembly technology. These features ensures the panels are high quality and do not have added urea formaldehyde resins which can emit formaldehyde over time after manufacturing. Formaldehyde has been shown by the state of California to degrade air quality.California residents: see&nbsp;Proposition 65 informationManufactured with Columbia's exclusive soy-based PureBond formaldehyde free assembly technology which eliminates urea formaldehyde in the manufacturing processThe professional's choice when the warmth, beauty and timeless quality of hardwood is required in cabinets, furniture, wall paneling, shelving and storage solutions, media centers, built-ins, headboards and moreLight weight, all-wood veneer construction for customers who demand all natural wood over composite panel products like particleboard and MDF which typically emit higher levels of formaldehydeLower Machining CostsHardwood Face VeneerHardwood Back VeneerCommon: 3/4 in. x 4 ft. x 8 ft.; Actual: 0.703 in. x 48 in. x 96 in.Grade: C-3Note: Product may vary by store.",Columbia Forest Products 3/4 in. x 4 ft. x 8 ft. PureBond Red Oak Plywood,18500.0,28
"You don't need to worry about making a mess with this cooktop. An easy-to-clean Schott Ceran surface and dishwasher-safe knobs will keep it looking like new, so you can spend more time doing what you love. Melt chocolate and simmer sauces perfectly with this cooktop's AccuSimmer element and precise temperature control. A hot surface indicator light will also help keep you and your family safe by illuminating when the cooktop surface is still hot to the touch, even after the heating element has been turned off.California residents: see&nbsp;Proposition 65 information4 elements include a 9 in. 2500-watt AccuSimmer element for versatile cooking optionsDial controls provide easy access to adjust temperature settingsAccuSimmer element delivers precise temperature control that is perfect for melting chocolate or simmering saucesSmooth glass-ceramic surface is easy-to-clean. It can be scrubbed without scratching the surface, keeping it looking great longerDishwasher safe control knobs are removable for easy cleaningCooktop-On light indicates and serves as a reminder that a cooktop element is on and being usedHot-surface indicator light illuminates when the cooktop surface is still hot to the touch, even after the heating element has been turned off, for added safetyFrameless design offers subtle, smooth styling for a modern lookLimited 1-year parts and labor warranty for peace of mindProduct available for home delivery only, installation is not offered at time of delivery; check with your local The Home Depot store for installation options",Whirlpool 30 in. Radiant Electric Cooktop in Black with 4 Elements including an AccuSimmer Element,39999.0,16
"Relax in comfort and style with this Spring Haven Chaise Lounge. Perfect for the patio, porch or sunroom, the chaise lounge combines a sturdy rust-resistant, steel frame with all-weather resin for seasons of outdoor use. Includes bare cushions that you can customize your patio collection. Coordinates with other pieces in the Spring Haven collection (sold separately) or purchase as stand-alone piece.Multi-tone brown wicker finish for a sophisticated lookPowder-coated steel reinforced frame is durable and rust-resistantAll-weather resin wicker resists the outdoor elementsDesigned for easy assemblyCoordinates with other items in Spring Haven collection (sold separately)Durable steel frameGreat for patios, porches, sunroomsMore options available, CLICK HERE to Choose Your Own ColorCustomizable items cannot be returned. Click here to review our return policy for additional information regarding returns<br",Hampton Bay Spring Haven Grey All-Weather Wicker Patio Chaise Lounge with Custom Cushion,14999.0,19
"Dewalt Concealer Goggle, dual injected rubber. Comfortable goggles that are designed to fit a wide range of face shapes and sizes. Polycarbonate Lens for impact resistance.  All lenses provide 99.9% UV protection.Clear lens - For indoor applicationsDual injected rubber. Provides a soft comfortable sealBuilt-in ventilation channel, provides extra fog protectionElastic head strap, provides a comfortable, easily adjustable fitTough, polycarbonate lens meets ANSI Z87.1+ standards",DEWALT Safety Goggles Concealer with Clear Anti-Fog Lens,1250.0,11
"The Harbor View Collection Corner Entertainment Credenza offers a stylish media option for any room. The easy-living cottage design is highlighted by an antiqued finish and worn wood knobs. The stand provides ample open and hidden storage for all your entertainment needs.Credenza holds TV's weighing 135 lbs. or less,  TV base must be no larger than 61 in. WFeatures 2-adjustable shelves to accommodate audio/video equipment and two adjustable corner display shelvesDrawers with metal runners and safety stops hold DVDs and CDsQuick and easy assembly with patented T-lock drawer systemBack panel offers grommet hole access for easy cord management",SAUDER Harbor View Collection 61 in. Antiqued White Corner Entertainment Credenza,10500.0,23
